id,dice_score_select,dice_oracle_select,dice_box_point,dice_strong_baseline
BRATS_073_z087,0.37026942027427373,0.4759466379187765,0.3446862496337028,0.22920181700179804
BRATS_073_z081,0.3699033207226041,0.5038211968269591,0.33632715459551277,0.24689626148541283
BRATS_073_z078,0.3042761731283682,0.4087557064258354,0.282584179152342,0.2060378245035792
BRATS_073_z090,0.34741784037519846,0.45312727802820657,0.32080924855458215,0.2354902257916082
BRATS_279_z097,0.36410788381695525,0.6589077887168358,0.3555330463403956,0.42987997473084355
BRATS_279_z046,0.4195957820733528,0.5589698565985383,0.3568092658319103,0.26404921545568255
BRATS_279_z052,0.5742965779463313,0.7634030221478333,0.5981130579556028,0.37414493903024976
BRATS_279_z081,0.5860953213812102,0.6229203457564616,0.5262661955237328,0.3777690096384771
BRATS_279_z101,0.3571002979138886,0.8150588235255762,0.9080276448649228,0.8712771327568336
BRATS_279_z069,0.5869371530391426,0.5869371530391426,0.48871151653335876,0.40610339762099884
BRATS_279_z039,0.08634538152567096,0.09817351598117481,0.08625877632855437,0.07226890756272156
BRATS_279_z057,0.5957602875371556,0.6167288903005665,0.5711491442538797,0.4232382333141287
BRATS_015_z098,0.4850502512559767,0.4850502512559767,0.4400752265341995,0.3878258249207032
BRATS_015_z114,0.5039615534478452,0.5728628377372319,0.44546498277790414,0.5217157455956412
BRATS_015_z096,0.4993729621265993,0.5061681292124468,0.4019785988287896,0.41583124477839606
BRATS_015_z103,0.3953656770453328,0.3953656770453328,0.3232873467935797,0.3113594890509173
BRATS_015_z082,0.5238207547166722,0.8518630109462167,0.41010017079794575,0.4370111663139175
BRATS_015_z059,0.0,0.2054607508525411,0.1343117633975221,0.06966551326404882
BRATS_015_z116,0.4894089764472087,0.5670156169545787,0.47773279352157644,0.3245898418309022
BRATS_015_z065,0.3537365906424288,0.3763059522664849,0.28997710318318193,0.21527663541140796
BRATS_473_z052,0.3493058665456816,0.43771043770798146,0.43599776411159313,0.43697478991351835
BRATS_473_z050,0.4362934362906288,0.4445901639315109,0.43378119001641857,0.44342707651770163
BRATS_473_z053,0.34659314690686654,0.4583333333309462,0.4533745491991068,0.44829342842359504
BRATS_473_z056,0.3061166429578773,0.39149888143030764,0.31787296897985856,0.3570236903558324
BRATS_473_z048,0.35207823960593254,0.3615062761476025,0.3515052888498657,0.3503649635008081
BRATS_473_z045,0.15429403202104375,0.1584454409542833,0.15915915915676937,0.14402173912847796
BRATS_473_z073,0.29930394431496654,0.3678160919531422,0.32575757575689024,0.1960486322185967
BRATS_473_z071,0.3220399429380848,0.3884457857288458,0.35280328189030513,0.18867530296678992
BRATS_167_z049,0.2462356067308939,0.7484536082435647,0.878620689649113,0.8657342657282117
BRATS_167_z054,0.744252873559654,0.9277474195450653,0.9381313131253907,0.9257585538997692
BRATS_167_z036,0.22488858416103913,0.36720943290080177,0.22706818968422615,0.7124856815496852
BRATS_167_z034,0.15943172849187282,0.2994810971067496,0.15849352687266186,0.17133163697976536
BRATS_167_z033,0.10468594217295771,0.19516728624353935,0.10174418604601869,0.08117510630042066
BRATS_167_z057,0.4022111081853061,0.9145077720148025,0.9092122830379893,0.9022252191442871
BRATS_167_z048,0.3852216748758985,0.7334344967084804,0.8870408870347399,0.872881355926039
BRATS_167_z043,0.48192771084166575,0.6777142857104131,0.5429704715709873,0.6910935738405237
