id,case_id,z,sam_score,dice,iou,sens,spec
BRATS_169_z084,BRATS_169,84,0.9331434369087219,0.7160321341237932,0.5576713819353709,0.998538723813938,0.9707815003508793
BRATS_169_z072,BRATS_169,72,0.9502630829811096,0.6582938388609993,0.49063935005125175,0.9999999999928006,0.9743466581272395
BRATS_169_z113,BRATS_169,113,0.9378035068511963,0.5718067504944679,0.40037071362187043,0.9999999999884259,0.9771926113929468
BRATS_169_z098,BRATS_169,98,0.9395225048065186,0.6510193592587784,0.4826009652007046,0.9999999999947369,0.9634290843804375
BRATS_351_z124,BRATS_351,124,0.9684332013130188,0.7257533552779799,0.5695548489643499,0.9999999999930217,0.9807182153219897
BRATS_351_z077,BRATS_351,77,0.8480411767959595,0.06970954356788624,0.036113499569766866,0.9999999997619048,0.9805239931893082
BRATS_351_z121,BRATS_351,121,0.9691387414932251,0.7746598639439315,0.6321998612053013,0.9989035087664534,0.9810312679286824
BRATS_351_z086,BRATS_351,86,0.8890362977981567,0.5480657864244891,0.37747287810983576,0.9966301600590006,0.9654866786022787
BRATS_351_z119,BRATS_351,119,0.9721803069114685,0.8818201899693355,0.7886210983769711,0.995511221940172,0.9905387175103894
BRATS_351_z087,BRATS_351,87,0.9207631945610046,0.5337539432165431,0.36402753872528965,0.9999999999921199,0.9606433402565265
BRATS_351_z098,BRATS_351,98,0.9700899124145508,0.6420344053842303,0.4727913637354642,0.9999999999953402,0.9568471165288426
BRATS_351_z135,BRATS_351,135,0.952480673789978,0.04316546762279385,0.022058823527789793,0.9999999966666667,0.9976908519539217
BRATS_240_z073,BRATS_240,73,0.945526123046875,0.5156912637824692,0.34742857142821043,0.9999999999970096,0.8842340017692266
BRATS_240_z133,BRATS_240,133,0.9547435641288757,0.0041928721173125185,0.0021008403360903184,0.9999999900000002,0.9917533290506795
BRATS_240_z049,BRATS_240,49,0.9428136348724365,0.3032390171255554,0.1787164015357337,0.9993865030613536,0.8662676433802277
BRATS_240_z060,BRATS_240,60,0.9695960879325867,0.5165161371815091,0.3481777929152348,0.9999999999975544,0.8569453009659964
BRATS_240_z065,BRATS_240,65,0.9640871286392212,0.49838749689872336,0.33190153642794323,0.9999999999975112,0.8490537867192622
BRATS_240_z094,BRATS_240,94,0.9702324867248535,0.35135508849533226,0.2131175039837179,0.9999999999960646,0.8296009735010027
BRATS_240_z100,BRATS_240,100,1.0165023803710938,0.2549287042775853,0.14608497939452458,0.9999999999951362,0.7836309952468703
BRATS_240_z115,BRATS_240,115,1.0062370300292969,0.3132867132862264,0.18573797678241066,0.9999999999900794,0.9219147582695573
BRATS_476_z123,BRATS_476,123,0.8856883645057678,0.572636665658192,0.4011849344037191,0.9895615866285015,0.9751950849191457
BRATS_476_z096,BRATS_476,96,0.9437969326972961,0.5132349496363161,0.3452024578535604,0.9999999999954359,0.924994134526715
BRATS_476_z094,BRATS_476,94,0.9160118103027344,0.5084619213532747,0.34089771399909746,0.9999999999951052,0.9289018485517705
BRATS_476_z108,BRATS_476,108,0.9203670620918274,0.5768581081072961,0.40534124628999935,0.9985380116910403,0.945938647655911
BRATS_476_z105,BRATS_476,105,0.9339243769645691,0.6048524590156003,0.4335401391230804,0.996112311010816,0.9456633806636618
BRATS_476_z134,BRATS_476,134,0.9704116582870483,0.04597701148896816,0.023529411761937718,0.999999995,0.9985589777421094
BRATS_476_z086,BRATS_476,86,0.9212252497673035,0.8093457943887414,0.67974882260063,0.8162111215757191,0.9962326889402013
BRATS_476_z126,BRATS_476,126,0.9451591372489929,0.5684210526295157,0.3970588235273983,0.9999999999872285,0.979073164721654
BRATS_011_z095,BRATS_011,95,0.9343569874763489,0.9086153846139867,0.832534536225451,0.9939414338573075,0.9894561496639167
BRATS_011_z103,BRATS_011,103,0.9754780530929565,0.6163046899584342,0.4454049135571043,0.9999999999965952,0.9330991712857083
BRATS_011_z089,BRATS_011,89,0.9125282168388367,0.9213524439527355,0.8541737649033929,0.9149635036462958,0.9964454976301502
BRATS_011_z075,BRATS_011,75,0.9181885719299316,0.21385542168352628,0.11973018549545143,0.999999999859155,0.9909263154233533
BRATS_011_z108,BRATS_011,108,0.9722566604614258,0.6418932945810235,0.4726383368993081,0.9999999999967659,0.9367065384895912
BRATS_011_z093,BRATS_011,93,0.9280700087547302,0.9354943273890834,0.8788063337366663,0.9786368260394078,0.9938701945067806
BRATS_011_z078,BRATS_011,78,0.901626706123352,0.23953033268008012,0.13606047131998195,0.9999999999673203,0.9660871993575303
BRATS_011_z121,BRATS_011,121,0.9811195731163025,0.6853832442057556,0.5213559322022117,0.9999999999956655,0.9616949704300795
BRATS_368_z087,BRATS_368,87,0.9685287475585938,0.4097261674805025,0.25764504144004335,0.9999999999944538,0.9068946359121626
BRATS_368_z059,BRATS_368,59,0.95359206199646,0.14652437265605273,0.07905384375948007,0.9921874999612427,0.9484340122766204
BRATS_368_z070,BRATS_368,70,0.9413557648658752,0.5299246928249506,0.360474521433377,0.9999999999925206,0.9578408545578875
BRATS_368_z051,BRATS_368,51,0.9326220750808716,0.018886356235692327,0.00953320184086281,0.9999999996551724,0.9476646228134048
BRATS_368_z129,BRATS_368,129,0.9547537565231323,0.010781671158739039,0.00542005420039512,0.999999995,0.9936282509807643
BRATS_368_z076,BRATS_368,76,0.9494051933288574,0.552603613176492,0.3817914831121346,0.9999999999935898,0.9549250535330203
BRATS_368_z085,BRATS_368,85,0.9524489641189575,0.39911873840398987,0.24931189337932882,0.9999999999941895,0.9072639095186193
BRATS_368_z081,BRATS_368,81,0.9480984210968018,0.5533101045286528,0.3824662813092908,0.9981143934569572,0.9542752057703309
BRATS_478_z047,BRATS_478,47,0.9616320729255676,0.5526472337877673,0.3818331278241602,0.9999999999892357,0.9734608529934229
BRATS_478_z100,BRATS_478,100,0.8522998094558716,0.05992509363221067,0.03088803088763336,0.9999999995833333,0.9869216340140012
BRATS_478_z093,BRATS_478,93,0.8780115842819214,0.11655300681922953,0.06188281764298261,0.9999999999468084,0.9503588100047116
BRATS_478_z048,BRATS_478,48,0.9633474349975586,0.5825675299343287,0.41100196463492733,0.9990448901528268,0.9735115732143347
BRATS_478_z068,BRATS_478,68,0.9607095718383789,0.4955669622019417,0.32940446650072985,0.9957805907126311,0.9222059963580288
BRATS_478_z059,BRATS_478,59,0.9666080474853516,0.6300630062996849,0.4599211563721859,0.9999999999952381,0.9555675675673955
BRATS_478_z096,BRATS_478,96,0.7993453741073608,0.21760797342011956,0.12208760484508774,0.9999999999236641,0.9836085541768634
